       290149377 function calls (285317559 primitive calls) in 474.401 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1497    0.001    0.000    0.001    0.000 cookies.py:63(_debug_set_cookie)
     1749    0.010    0.000    0.057    0.000 cookies.py:73(make_cookies)
     1749    0.023    0.000    0.264    0.000 cookies.py:83(_get_request_cookies)
     1749    0.001    0.000    0.001    0.000 cookies.py:85(<listcomp>)
     1749    0.010    0.000    0.017    0.000 cookies.py:85(potential_domain_matches)
        1    0.000    0.000    0.000    0.000 cookies.py:9(CookieJar)
     1749    0.000    0.000    0.000    0.000 cookies.py:90(<listcomp>)
 34230/21    0.042    0.000    0.107    0.005 copy.py:132(deepcopy)
    24969    0.002    0.000    0.002    0.000 copy.py:190(_deepcopy_atomic)
      189    0.000    0.000    0.001    0.000 copy.py:210(_deepcopy_list)
  4725/21    0.013    0.000    0.107    0.005 copy.py:236(_deepcopy_dict)
     9261    0.005    0.000    0.006    0.000 copy.py:252(_keep_alive)
  4367/41    0.012    0.000    0.107    0.003 copy.py:268(_reconstruct)
     8694    0.002    0.000    0.009    0.000 copy.py:273(<genexpr>)
     3019    0.005    0.000    0.007    0.000 copy.py:66(copy)
     4367    0.002    0.000    0.003    0.000 copyreg.py:87(__newobj__)
        4    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
     9066    0.008    0.000    0.015    0.000 core.py:124(check_initial_combiner)
     9066    0.014    0.000    0.014    0.000 core.py:131(check_hyphen_ok)
     9066    0.009    0.000    0.016    0.000 core.py:140(check_nfc)
     9066    0.088    0.000    0.320    0.000 core.py:231(check_label)
     9066    0.017    0.000    0.394    0.000 core.py:258(alabel)
     9066    0.031    0.000    0.366    0.000 core.py:286(ulabel)
     3047    0.039    0.000    0.464    0.000 core.py:335(encode)
     9066    0.005    0.000    0.007    0.000 core.py:49(valid_label_length)
     3047    0.002    0.000    0.003    0.000 core.py:56(valid_string_length)
     9066    0.032    0.000    0.042    0.000 core.py:63(check_bidi)
       20    0.000    0.000    0.000    0.000 corestats.py:10(__init__)
       20    0.000    0.000    0.003    0.000 corestats.py:13(from_crawler)
       20    0.000    0.000    0.000    0.000 corestats.py:23(spider_opened)
       18    0.000    0.000    0.000    0.000 corestats.py:26(spider_closed)
        1    0.000    0.000    0.000    0.000 corestats.py:3(<module>)
     1275    0.003    0.000    0.004    0.000 corestats.py:33(response_received)
        1    0.000    0.000    0.000    0.000 corestats.py:8(CoreStats)
      463    0.001    0.000    0.132    0.000 cp1252.py:14(decode)
        1    0.000    0.000    0.000    0.000 cp1252.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1252.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1252.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp1252.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp1252.py:3(<module>)
        2    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 cp1252.py:9(Codec)
        3    0.000    0.000    0.001    0.000 cp1254.py:14(decode)
        1    0.000    0.000    0.000    0.000 cp1254.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1254.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1254.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp1254.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp1254.py:3(<module>)
        2    0.000    0.000    0.000    0.000 cp1254.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 cp1254.py:9(Codec)
       20    0.000    0.000    0.001    0.000 cp949prober.py:35(__init__)
       22    0.000    0.000    0.000    0.000 cp949prober.py:43(charset_name)
       21    0.000    0.000    0.000    0.000 cp949prober.py:47(language)
     2405    0.001    0.000    0.001    0.000 crawl.py:16(identity)
        1    0.000    0.000    0.000    0.000 crawl.py:22(__init__)
       20    0.000    0.000    0.001    0.000 crawl.py:38(__init__)
       31    0.000    0.000    0.000    0.000 crawl.py:42(parse)
       31    0.000    0.000    0.000    0.000 crawl.py:45(parse_start_url)
     1170    0.001    0.000    0.001    0.000 crawl.py:48(process_results)
     2405    0.014    0.000    0.301    0.000 crawl.py:51(_build_request)
     2436    0.008    0.000    2.017    0.001 crawl.py:56(_requests_to_follow)
       31    0.001    0.000    0.005    0.000 crawl.py:61(<listcomp>)
     1144    0.007    0.000    0.011    0.000 crawl.py:70(_response_downloaded)
     3580    0.022    0.000  262.101    0.073 crawl.py:74(_parse_response)
       20    0.000    0.000    0.001    0.000 crawl.py:85(_compile_rules)
       60    0.000    0.000    0.000    0.000 crawl.py:86(get_method)
       20    0.000    0.000    0.001    0.000 crawl.py:92(<listcomp>)
       20    0.000    0.000    0.005    0.000 crawl.py:98(from_crawler)
       20    0.000    0.000    0.147    0.007 crawler.py:101(_create_engine)
       18    0.000    0.000    0.020    0.001 crawler.py:102(<lambda>)
       36    0.000    0.000    0.019    0.001 crawler.py:104(stop)
       38    0.000    0.000    0.000    0.000 crawler.py:125(<lambda>)
        1    0.000    0.000    0.006    0.006 crawler.py:130(__init__)
       20    0.000    0.000    0.384    0.019 crawler.py:145(crawl)
       20    0.000    0.000    0.220    0.011 crawler.py:170(_crawl)
       18    0.000    0.000    0.000    0.000 crawler.py:175(_done)
       20    0.000    0.000    0.164    0.008 crawler.py:182(create_crawler)
       20    0.000    0.000    0.164    0.008 crawler.py:197(_create_crawler)
       25    0.000    0.000    0.001    0.000 crawler.py:210(join)
       20    0.001    0.000    0.164    0.008 crawler.py:29(__init__)
        1    0.000    0.000    0.006    0.006 crawler.py:310(_get_spider_loader)
       18    0.000    0.000    0.000    0.000 crawler.py:47(<lambda>)
       58    0.000    0.000    0.219    0.004 crawler.py:70(crawl)
       20    0.000    0.000    0.005    0.000 crawler.py:98(_create_spider)
      258    0.000    0.000    0.001    0.000 crypto.py:1423(get_extension_count)
     2280    0.006    0.000    0.017    0.000 crypto.py:1450(get_extension)
     2280    0.004    0.000    0.009    0.000 crypto.py:782(get_short_name)
      258    0.001    0.000    0.002    0.000 crypto.py:797(get_data)
     1144    0.039    0.000    0.046    0.000 dammit.py:218(__init__)
     1144    0.000    0.000    0.000    0.000 dammit.py:222(<listcomp>)
     4614    0.003    0.000    0.004    0.000 dammit.py:230(_usable)
     2305    0.008    0.000   19.421    0.008 dammit.py:240(encodings)
     1144    0.005    0.000    0.006    0.000 dammit.py:273(strip_byte_order_mark)
     1143    0.010    0.000    0.056    0.000 dammit.py:299(find_declared_encoding)
       21    0.000    0.000   19.352    0.922 dammit.py:33(chardet_dammit)
     1144    0.021    0.000   19.776    0.017 dammit.py:344(__init__)
     1158    0.007    0.000    0.276    0.000 dammit.py:411(_convert_from)
     1158    0.192    0.000    0.257    0.000 dammit.py:438(_to_unicode)
     1144    0.001    0.000    0.001    0.000 dammit.py:443(declared_html_encoding)
     1158    0.004    0.000    0.012    0.000 dammit.py:449(find_codec)
     1158    0.002    0.000    0.007    0.000 dammit.py:460(_codec)
     8903    0.028    0.000    0.710    0.000 datatypes.py:190(__init__)
    80943    0.088    0.000    0.228    0.000 datatypes.py:195(__getitem__)
     1726    0.005    0.000    0.017    0.000 datatypes.py:198(__setitem__)
     1215    0.003    0.000    0.010    0.000 datatypes.py:201(__delitem__)
     7129    0.017    0.000    0.051    0.000 datatypes.py:204(__contains__)
     8395    0.024    0.000    0.069    0.000 datatypes.py:220(get)
     9248    0.023    0.000    0.114    0.000 datatypes.py:223(setdefault)
     6400    0.025    0.000    0.682    0.000 datatypes.py:226(update)
    56680    0.068    0.000    0.404    0.000 datatypes.py:228(<genexpr>)
     1799    0.004    0.000    0.010    0.000 datatypes.py:235(pop)
        1    0.000    0.000    0.001    0.001 dbapi2.py:23(<module>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:50(<listcomp>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
      672    0.003    0.000    0.068    0.000 declarations.py:133(named)
    25256    0.015    0.000    0.015    0.000 declarations.py:176(__hash__)
      672    0.001    0.000    0.002    0.000 declarations.py:202(_implements_name)
  672/664    0.010    0.000    0.141    0.000 declarations.py:214(implementedByFallback)
  672/664    0.001    0.000    0.002    0.000 declarations.py:275(<listcomp>)
        1    0.000    0.000    0.000    0.000 declarations.py:301(classImplementsOnly)
       61    0.000    0.000    0.014    0.000 declarations.py:315(classImplements)
       56    0.000    0.000    0.000    0.000 declarations.py:381(__init__)
       56    0.000    0.000    0.013    0.000 declarations.py:384(__call__)
        1    0.000    0.000    0.000    0.000 declarations.py:421(__init__)
        1    0.000    0.000    0.000    0.000 declarations.py:424(__call__)
      689    0.002    0.000    0.122    0.000 declarations.py:524(__init__)
     3930    0.005    0.000    0.141    0.000 declarations.py:551(Provides)
     4526    0.015    0.000    0.358    0.000 declarations.py:567(directlyProvides)
     2628    0.005    0.000    0.287    0.000 declarations.py:63(__init__)
 1267/671    0.005    0.000    0.189    0.000 declarations.py:655(__init__)
     2689    0.006    0.000    0.221    0.000 declarations.py:66(changed)
      596    0.001    0.000    0.001    0.000 declarations.py:746(__init__)
      596    0.002    0.000    0.194    0.000 declarations.py:749(__call__)
      394    0.000    0.000    0.000    0.000 declarations.py:79(__iter__)
15734/7215    0.020    0.000    0.022    0.000 declarations.py:895(_normalizeargs)
     1459    0.004    0.000    0.039    0.000 decoder.py:180(valueDecoder)
     1459    0.002    0.000    0.033    0.000 decoder.py:39(_createComponent)
      258    0.006    0.000    0.153    0.001 decoder.py:441(valueDecoder)
     1459    0.010    0.000    0.107    0.000 decoder.py:669(valueDecoder)
 3176/258    0.031    0.000    0.160    0.001 decoder.py:928(__call__)
        1    0.000    0.000    0.000    0.000 defaultheaders.py:10(DefaultHeadersMiddleware)
       20    0.000    0.000    0.000    0.000 defaultheaders.py:12(__init__)
       20    0.000    0.000    0.001    0.000 defaultheaders.py:15(from_crawler)
     1749    0.008    0.000    0.071    0.000 defaultheaders.py:20(process_request)
        1    0.000    0.000    0.000    0.000 defaultheaders.py:5(<module>)
       87    0.000    0.000    0.001    0.000 defer.py:10(defer_fail)
     1417    0.273    0.000    1.062    0.001 defer.py:1047(__init__)
122850/122692    0.168    0.000    0.348    0.000 defer.py:1104(_cbDeferred)
       36    0.000    0.000    0.000    0.000 defer.py:1148(_parseDListResult)
       36    0.000    0.000    0.000    0.000 defer.py:1152(<listcomp>)
       36    0.000    0.000    0.002    0.000 defer.py:1156(gatherResults)
6952/6788    0.033    0.000    1.108    0.000 defer.py:129(maybeDeferred)
     3479    0.004    0.000    0.004    0.000 defer.py:1345(__init__)
     3479    0.009    0.000    0.013    0.000 defer.py:1350(returnValue)
5831/3506    0.080    0.000   16.415    0.005 defer.py:1367(_inlineCallbacks)
3655/3492    0.009    0.000    8.359    0.002 defer.py:1437(gotResult)
     5290    0.015    0.000    0.080    0.000 defer.py:1466(inlineCallbacks)
3899/3745    0.024    0.000   14.170    0.004 defer.py:1520(unwindGenerator)
    18904    0.004    0.000    0.004    0.000 defer.py:170(passthru)
     1214    0.006    0.000    0.019    0.000 defer.py:21(defer_succeed)
   270538    0.530    0.000    0.531    0.000 defer.py:261(__init__)
316400/311221    1.030    0.000    2.038    0.000 defer.py:292(addCallbacks)
23000/22989    0.024    0.000    0.843    0.000 defer.py:314(addCallback)
     5996    0.013    0.000    0.035    0.000 defer.py:32(defer_result)
    18040    0.021    0.000    0.092    0.000 defer.py:324(addErrback)
20615/20361    0.018    0.000    0.148    0.000 defer.py:335(addBoth)
4734/4193    0.015    0.000   28.194    0.007 defer.py:40(mustbe_deferred)
   127005    0.221    0.000    0.446    0.000 defer.py:409(chainDeferred)
269147/133268    0.241    0.000   31.567    0.000 defer.py:437(callback)
 1331/559    0.004    0.000    4.107    0.007 defer.py:462(errback)
     6415    0.004    0.000    0.004    0.000 defer.py:503(pause)
      123    0.000    0.000    0.026    0.000 defer.py:521(cancel)
270478/133234    0.408    0.000   35.402    0.000 defer.py:550(_startRunCallbacks)
     1222    0.017    0.000    4.009    0.003 defer.py:56(parallel)
     6415    0.004    0.000    0.004    0.000 defer.py:570(_continuation)
293301/143771    1.528    0.000   35.818    0.000 defer.py:578(_runCallbacks)
     3462    0.013    0.000  263.260    0.076 defer.py:63(<genexpr>)
     1222    0.063    0.000    2.933    0.002 defer.py:64(<listcomp>)
       20    0.000    0.000    0.000    0.000 defer.py:66(process_chain)
     8094    0.022    0.000    0.098    0.000 defer.py:70(succeed)
       38    0.000    0.000    0.001    0.000 defer.py:86(process_parallel)
       38    0.000    0.000    0.000    0.000 defer.py:90(<listcomp>)
       38    0.000    0.000    0.000    0.000 defer.py:92(<lambda>)
       38    0.000    0.000    0.000    0.000 defer.py:92(<listcomp>)
       69    0.000    0.000    0.000    0.000 defer.py:944(__del__)
     3462    0.009    0.000  262.713    0.076 defer.py:95(iter_errback)
        9    0.000    0.000    0.000    0.000 deprecate.py:132(_getReplacementString)
        3    0.000    0.000    0.000    0.000 deprecate.py:148(_getDeprecationDocstring)
     1120    0.005    0.000    0.009    0.000 deprecate.py:150(update_classpath)
       20    0.000    0.000    0.000    0.000 deprecate.py:161(method_is_overridden)
        9    0.000    0.000    0.000    0.000 deprecate.py:169(_getDeprecationWarningString)
        8    0.000    0.000    0.000    0.000 deprecate.py:206(getDeprecationWarningString)
        3    0.000    0.000    0.000    0.000 deprecate.py:242(_appendToDocstring)
        3    0.000    0.000    0.000    0.000 deprecate.py:269(deprecated)
        3    0.000    0.000    0.000    0.000 deprecate.py:288(deprecationDecorator)
     2279    0.004    0.000    0.004    0.000 deprecate.py:423(__init__)
