       290149377 function calls (285317559 primitive calls) in 474.401 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   122200    0.100    0.000    0.194    0.000 task.py:627(_addTask)
   122200    0.071    0.000    0.148    0.000 task.py:640(_removeTask)
   126951    0.108    0.000    0.222    0.000 task.py:651(_tasksWhileNotStopped)
     2511    0.192    0.000  266.525    0.106 task.py:665(_tick)
   124711    0.042    0.000    0.120    0.000 task.py:676(_reschedule)
      642    0.003    0.000    0.005    0.000 task.py:68(__init__)
       18    0.000    0.000    0.000    0.000 task.py:840(deferLater)
       18    0.000    0.000    0.004    0.000 task.py:865(<lambda>)
       18    0.000    0.000    0.001    0.000 tcp.py:1089(loseConnection)
       20    0.000    0.000    0.003    0.000 tcp.py:1106(_logConnectionLostMsg)
       20    0.000    0.000    0.004    0.000 tcp.py:1113(connectionLost)
      705    0.003    0.000    0.027    0.000 tcp.py:112(_closeSocket)
        2    0.000    0.000    0.000    0.000 tcp.py:1132(logPrefix)
       20    0.000    0.000    0.000    0.000 tcp.py:1138(getHost)
      685    0.003    0.000    0.010    0.000 tcp.py:1160(__init__)
      685    0.002    0.000    0.061    0.000 tcp.py:1173(_makeTransport)
      123    0.001    0.000    0.001    0.000 tcp.py:1183(getDestination)
      685    0.002    0.000    0.004    0.000 tcp.py:179(__init__)
     3961    0.020    0.000   27.097    0.007 tcp.py:192(doRead)
     3958    0.012    0.000   26.986    0.007 tcp.py:211(_dataReceived)
     2445    0.011    0.000    0.092    0.000 tcp.py:227(writeSomeData)
      306    0.003    0.000    2.688    0.009 tcp.py:263(readConnectionLost)
      556    0.007    0.000    3.980    0.007 tcp.py:276(connectionLost)
     6935    0.006    0.000    0.006    0.000 tcp.py:297(logPrefix)
      685    0.002    0.000    0.019    0.000 tcp.py:373(_finishInit)
      685    0.001    0.000    0.038    0.000 tcp.py:397(resolveAddress)
      685    0.001    0.000    0.036    0.000 tcp.py:421(_setRealAddress)
      129    0.001    0.000    0.023    0.000 tcp.py:436(failIfNotConnected)
      558    0.003    0.000    3.995    0.007 tcp.py:465(connectionLost)
      129    0.000    0.000    0.002    0.000 tcp.py:504(_stopReadingAndWriting)
      129    0.000    0.000    0.000    0.000 tcp.py:516(_collectSocketDetails)
      685    0.004    0.000    0.034    0.000 tcp.py:525(createInternetSocket)
     1249    0.010    0.000    0.616    0.000 tcp.py:535(doConnect)
      556    0.004    0.000    0.551    0.001 tcp.py:589(_connectDone)
      685    0.004    0.000    0.059    0.000 tcp.py:676(__init__)
      556    0.002    0.000    0.004    0.000 tcp.py:721(getPeer)
      210    0.000    0.000    0.002    0.000 tcp.py:916(__init__)
      210    0.000    0.000    0.006    0.000 tcp.py:960(createInternetSocket)
      210    0.001    0.000    0.012    0.000 tcp.py:967(startListening)
        1    0.000    0.000    0.000    0.000 telnet.py:1088(StatefulTelnetProtocol)
        1    0.000    0.000    0.000    0.000 telnet.py:1114(AuthenticatingTelnetProtocol)
        1    0.000    0.000    0.000    0.000 telnet.py:158(ITelnetProtocol)
        1    0.000    0.000    0.000    0.000 telnet.py:232(ITelnetTransport)
        1    0.000    0.000    0.000    0.000 telnet.py:312(TelnetError)
        1    0.000    0.000    0.000    0.000 telnet.py:317(NegotiationError)
        1    0.000    0.000    0.000    0.000 telnet.py:323(OptionRefused)
        1    0.000    0.000    0.000    0.000 telnet.py:328(AlreadyEnabled)
        1    0.000    0.000    0.000    0.000 telnet.py:333(AlreadyDisabled)
        1    0.000    0.000    0.000    0.000 telnet.py:338(AlreadyNegotiating)
        1    0.000    0.000    0.000    0.000 telnet.py:343(TelnetProtocol)
        1    0.000    0.000    0.000    0.000 telnet.py:37(TelnetConsole)
        1    0.000    0.000    0.000    0.000 telnet.py:370(Telnet)
       20    0.000    0.000    0.002    0.000 telnet.py:39(__init__)
        1    0.000    0.000    0.000    0.000 telnet.py:419(_OptionState)
        1    0.000    0.000    0.000    0.000 telnet.py:429(_Perspective)
       20    0.000    0.000    0.000    0.000 telnet.py:46(<listcomp>)
        1    0.000    0.000    0.011    0.011 telnet.py:5(<module>)
       20    0.000    0.000    0.002    0.000 telnet.py:51(from_crawler)
       20    0.000    0.000    0.026    0.001 telnet.py:55(start_listening)
       18    0.000    0.000    0.001    0.000 telnet.py:62(stop_listening)
        1    0.000    0.000    0.000    0.000 telnet.py:888(ProtocolTransportMixin)
        1    0.000    0.000    0.001    0.001 telnet.py:9(<module>)
        1    0.000    0.000    0.000    0.000 telnet.py:910(TelnetTransport)
        1    0.000    0.000    0.000    0.000 telnet.py:996(TelnetBootstrapProtocol)
      165    0.000    0.000    0.002    0.000 text.py:107(_body_declared_encoding)
       31    0.000    0.000    0.257    0.008 text.py:111(selector)
        1    0.000    0.000    0.000    0.000 text.py:14(MIMEText)
     1705    0.011    0.000    0.427    0.000 text.py:26(__init__)
     1705    0.006    0.000    0.160    0.000 text.py:33(_set_url)
     1705    0.006    0.000    0.009    0.000 text.py:42(_set_body)
        1    0.000    0.000    0.000    0.000 text.py:5(<module>)
      240    0.001    0.000    0.063    0.000 text.py:52(replace)
     4661    0.005    0.000    0.193    0.000 text.py:56(encoding)
     4661    0.009    0.000    0.174    0.000 text.py:60(_declared_encoding)
     1411    0.009    0.000    0.313    0.000 text.py:68(text)
     1705    0.006    0.000    0.108    0.000 text.py:84(_headers_encoding)
      242    0.001    0.000    0.013    0.000 text.py:89(_body_inferred_encoding)
      157    0.000    0.000    0.005    0.000 text.py:99(_auto_detect_fun)
        1    0.000    0.000    0.000    0.000 threadable.py:104(getThreadID)
        1    0.000    0.000    0.000    0.000 threadable.py:118(registerAsIOThread)
       42    0.000    0.000    0.000    0.000 threadable.py:33(_synchPre)
       42    0.000    0.000    0.000    0.000 threadable.py:43(_synchPost)
       42    0.000    0.000    0.005    0.000 threadable.py:49(sync)
       10    0.000    0.000    0.037    0.004 threading.py:1024(join)
       10    0.000    0.000    0.036    0.004 threading.py:1062(_wait_for_tstate_lock)
     3803    0.005    0.000    0.005    0.000 threading.py:1076(name)
        1    0.000    0.000    0.000    0.000 threading.py:1092(ident)
       10    0.000    0.000    0.000    0.000 threading.py:1120(daemon)
       43    0.000    0.000    0.000    0.000 threading.py:117(acquire)
     3824    0.007    0.000    0.008    0.000 threading.py:1230(current_thread)
       43    0.000    0.000    0.000    0.000 threading.py:155(release)
       40    0.000    0.000    0.000    0.000 threading.py:215(__init__)
      605    0.001    0.000    0.001    0.000 threading.py:239(__enter__)
      605    0.001    0.000    0.001    0.000 threading.py:242(__exit__)
       10    0.000    0.000    0.000    0.000 threading.py:248(_release_save)
       10    0.000    0.000    0.000    0.000 threading.py:251(_acquire_restore)
      605    0.001    0.000    0.001    0.000 threading.py:254(_is_owned)
       10    0.000    0.000    0.009    0.001 threading.py:263(wait)
      595    0.006    0.000    0.022    0.000 threading.py:334(notify)
       10    0.000    0.000    0.000    0.000 threading.py:498(__init__)
       20    0.000    0.000    0.000    0.000 threading.py:506(is_set)
       10    0.000    0.000    0.009    0.001 threading.py:533(wait)
       61    0.000    0.000    0.000    0.000 threading.py:74(RLock)
       10    0.000    0.000    0.000    0.000 threading.py:757(__init__)
       10    0.000    0.000    0.010    0.001 threading.py:828(start)
       10    0.000    0.000    0.000    0.000 threading.py:966(_stop)
        1    0.000    0.000    0.000    0.000 threading.py:97(__init__)
        1    0.000    0.000    0.005    0.005 threadpool.py:10(<module>)
        1    0.000    0.000    0.000    0.000 threadpool.py:150(start)
       10    0.000    0.000    0.000    0.000 threadpool.py:171(_generateName)
      596    0.006    0.000    0.067    0.000 threadpool.py:214(callInThreadWithCallback)
        1    0.000    0.000    0.000    0.000 threadpool.py:26(ThreadPool)
        1    0.000    0.000    0.037    0.037 threadpool.py:272(stop)
        1    0.000    0.000    0.000    0.000 threadpool.py:283(adjustPoolsize)
        1    0.000    0.000    0.000    0.000 threadpool.py:54(__init__)
       10    0.000    0.000    0.001    0.000 threadpool.py:74(trackingThreadFactory)
       20    0.000    0.000    0.000    0.000 threadpool.py:79(currentLimit)
       12    0.000    0.000    0.000    0.000 threadpool.py:87(workers)
      596    0.005    0.000    0.073    0.000 threads.py:22(deferToThreadPool)
        1    0.000    0.000    0.000    0.000 throttle.py:1(<module>)
       20    0.000    0.000    0.000    0.000 throttle.py:11(__init__)
       20    0.000    0.000    0.000    0.000 throttle.py:21(from_crawler)
        1    0.000    0.000    0.000    0.000 throttle.py:9(AutoThrottle)
        1    0.000    0.000    0.001    0.001 tls.py:1(<module>)
      393    0.001    0.000    0.001    0.000 tls.py:176(__init__)
      393    0.008    0.000    0.329    0.001 tls.py:194(makeConnection)
     1042    0.005    0.000    0.843    0.001 tls.py:221(_checkHandshakeStatus)
     5638    0.019    0.000    0.145    0.000 tls.py:246(_flushSendBIO)
     3015    0.046    0.000   23.339    0.008 tls.py:260(_flushReceiveBIO)
     3209    0.016    0.000   24.156    0.008 tls.py:303(dataReceived)
      272    0.001    0.000    0.021    0.000 tls.py:333(_shutdownTLS)
      393    0.002    0.000    0.010    0.000 tls.py:354(_tlsShutdownFinished)
      393    0.003    0.000    3.861    0.010 tls.py:388(connectionLost)
       83    0.000    0.000    0.006    0.000 tls.py:406(loseConnection)
     1318    0.004    0.000    0.106    0.000 tls.py:449(write)
      393    0.001    0.000    0.001    0.000 tls.py:467(_bufferedWrite)
      258    0.001    0.000    0.020    0.000 tls.py:478(_unbufferPendingWrites)
      393    0.001    0.000    0.003    0.000 tls.py:48(set_tlsext_host_name)
     1576    0.011    0.000    0.121    0.000 tls.py:505(_write)
        1    0.000    0.000    0.000    0.000 tls.py:52(ScrapyClientTLSOptions)
     1318    0.003    0.000    0.110    0.000 tls.py:547(writeSequence)
     7082    0.006    0.000    0.263    0.000 tls.py:62(_identityVerifyingInfoCallback)
      405    0.002    0.000    0.007    0.000 tls.py:716(__init__)
      393    0.001    0.000    0.002    0.000 tls.py:784(_applyProtocolNegotiation)
      393    0.002    0.000    0.029    0.000 tls.py:804(_createConnection)
       11    0.000    0.000    0.196    0.018 tokenize.py:355(detect_encoding)
       14    0.000    0.000    0.196    0.014 tokenize.py:379(read_or_stop)
       14    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
       11    0.000    0.000    0.197    0.018 tokenize.py:448(open)
       35    0.000    0.000    0.000    0.000 traceback.py:141(_format_final_exc_line)
       70    0.000    0.000    0.001    0.000 traceback.py:149(_some_str)
      152    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
      608    0.000    0.000    0.200    0.000 traceback.py:279(line)
      187    0.000    0.000    0.000    0.000 traceback.py:299(walk_tb)
       35    0.001    0.000    0.203    0.006 traceback.py:313(extract)
       35    0.001    0.000    0.001    0.000 traceback.py:381(format)
       35    0.000    0.000    0.204    0.006 traceback.py:454(__init__)
       35    0.000    0.000    0.000    0.000 traceback.py:517(_load_lines)
       70    0.000    0.000    0.000    0.000 traceback.py:532(format_exception_only)
      257    0.000    0.000    0.002    0.000 traceback.py:577(format)
       35    0.000    0.000    0.207    0.006 traceback.py:83(print_exception)
     7457    0.032    0.000    0.062    0.000 trackref.py:30(__new__)
       31    0.000    0.000    0.000    0.000 unified.py:17(_st)
       31    0.000    0.000    0.256    0.008 unified.py:48(__init__)
      516    0.001    0.000    0.006    0.000 univ.py:1719(__init__)
      258    0.000    0.000    0.000    0.000 univ.py:1774(__iter__)
     1459    0.005    0.000    0.007    0.000 univ.py:1811(setComponentByPosition)
     1459    0.005    0.000    0.017    0.000 univ.py:2076(__init__)
     1459    0.006    0.000    0.007    0.000 univ.py:2256(setComponentByPosition)
     1459    0.002    0.000    0.014    0.000 univ.py:2533(setComponentByType)
     1459    0.002    0.000    0.003    0.000 univ.py:2585(componentTagMap)
     1459    0.002    0.000    0.010    0.000 univ.py:2712(setComponentByPosition)
     1459    0.002    0.000    0.003    0.000 univ.py:2769(tagMap)
     1459    0.001    0.000    0.001    0.000 univ.py:2779(getComponent)
     1459    0.001    0.000    0.003    0.000 univ.py:2796(getName)
     1459    0.003    0.000    0.021    0.000 univ.py:808(__init__)
     1459    0.002    0.000    0.029    0.000 univ.py:835(clone)
       21    0.001    0.000   19.287    0.918 universaldetector.py:111(feed)
       21    0.000    0.000    0.064    0.003 universaldetector.py:220(close)
       21    0.000    0.000    0.000    0.000 universaldetector.py:81(__init__)
       21    0.000    0.000    0.000    0.000 universaldetector.py:94(reset)
     2380    0.012    0.000    0.062    0.000 url.py:108(strip_url)
        2    0.000    0.000    0.000    0.000 url.py:201(add_or_replace_parameter)
     2411    0.004    0.000    0.015    0.000 url.py:34(url_has_any_extension)
     3327    0.040    0.000    0.294    0.000 url.py:37(safe_url_string)
     8212    0.054    0.000    0.380    0.000 url.py:373(_safe_ParseResult)
     2411    0.001    0.000    0.001    0.000 url.py:38(parse_url)
     8212    0.054    0.000    1.071    0.000 url.py:396(canonicalize_url)
     2945    0.007    0.000    0.024    0.000 url.py:47(escape_ajax)
     8212    0.043    0.000    0.098    0.000 url.py:487(_unquotepath)
     8212    0.020    0.000    0.213    0.000 url.py:504(parse_url)
     8212    0.025    0.000    0.063    0.000 url.py:516(parse_qsl_to_bytes)
     8212    0.007    0.000    0.010    0.000 url.py:537(<listcomp>)
        1    0.000    0.000    0.000    0.000 urllength.py:15(UrlLengthMiddleware)
       20    0.000    0.000    0.000    0.000 urllength.py:17(__init__)
       20    0.000    0.000    0.000    0.000 urllength.py:20(from_settings)
     1222    0.003    0.000    0.003    0.000 urllength.py:27(process_spider_output)
     2405    0.004    0.000    0.008    0.000 urllength.py:28(_filter)
     3627    0.008    0.000  262.161    0.072 urllength.py:37(<genexpr>)
        1    0.000    0.000    0.000    0.000 urllength.py:5(<module>)
        1    0.000    0.000    0.000    0.000 useragent.py:1(<module>)
       20    0.000    0.000    0.001    0.000 useragent.py:12(from_crawler)
       20    0.000    0.000    0.000    0.000 useragent.py:18(spider_opened)
     1749    0.005    0.000    0.018    0.000 useragent.py:21(process_request)
        1    0.000    0.000    0.000    0.000 useragent.py:6(UserAgentMiddleware)
       20    0.000    0.000    0.000    0.000 useragent.py:9(__init__)
       20    0.000    0.000    0.001    0.000 utf8prober.py:38(__init__)
       40    0.000    0.000    0.000    0.000 utf8prober.py:44(reset)
        7    0.000    0.000    0.000    0.000 utf8prober.py:49(charset_name)
        4    0.000    0.000    0.000    0.000 utf8prober.py:53(language)
       20    0.770    0.039    1.796    0.090 utf8prober.py:57(feed)
        5    0.000    0.000    0.000    0.000 utf8prober.py:76(get_confidence)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
    39620    0.031    0.000    0.051    0.000 util.py:17(to_unicode)
    42829    0.042    0.000    0.074    0.000 util.py:29(to_bytes)
    23078    0.016    0.000    0.053    0.000 util.py:41(to_native_str)
  7158470   10.150    0.000   18.315    0.000 util.py:630(__eq__)
  7158470    2.300    0.000    3.530    0.000 util.py:635(<listcomp>)
  7158470    2.212    0.000    3.564    0.000 util.py:636(<listcomp>)
        1    0.000    0.000    0.000    0.000 util.py:66(find_spec)
     2457    0.002    0.000    0.080    0.000 util.py:798(untilConcludes)
    14693    0.015    0.000    0.031    0.000 utils.py:122(__getattr__)
        1    0.000    0.000    0.000    0.000 verify.py:101(verifyClass)
        4    0.000    0.000    0.000    0.000 verify.py:107(_incompat)
        1    0.000    0.000    0.000    0.000 verify.py:27(_verify)
     2336    0.008    0.000    0.013    0.000 weakref.py:109(remove)
     7464    0.010    0.000    0.010    0.000 weakref.py:134(__getitem__)
      272    0.000    0.000    0.000    0.000 weakref.py:143(__delitem__)
     2721    0.015    0.000    0.028    0.000 weakref.py:165(__setitem__)
     4270    0.006    0.000    0.009    0.000 weakref.py:193(get)
        1    0.000    0.000    0.000    0.000 weakref.py:251(popitem)
     2721    0.004    0.000    0.006    0.000 weakref.py:334(__new__)
     2721    0.006    0.000    0.006    0.000 weakref.py:339(__init__)
     2645    0.010    0.000    0.010    0.000 weakref.py:354(__init__)
    19657    0.036    0.000    0.036    0.000 weakref.py:356(remove)
     2700    0.002    0.000    0.002    0.000 weakref.py:371(_commit_removals)
       61    0.000    0.000    0.000    0.000 weakref.py:389(__delitem__)
    18606    0.016    0.000    0.016    0.000 weakref.py:393(__getitem__)
    17593    0.033    0.000    0.033    0.000 weakref.py:406(__setitem__)
     4127    0.007    0.000    0.011    0.000 weakref.py:428(get)
    18605    0.051    0.000    0.051    0.000 weakref.py:431(__contains__)
     2700    0.010    0.000    0.024    0.000 weakref.py:445(keys)
     2384    0.003    0.000    0.005    0.000 weakref.py:484(setdefault)
        1    0.000    0.000    0.000    0.000 webclient.py:1(<module>)
        1    0.000    0.000    0.000    0.000 webclient.py:40(ScrapyHTTPPageGetter)
        1    0.000    0.000    0.000    0.000 webclient.py:96(ScrapyHTTPClientFactory)
        1    0.000    0.000    0.000    0.000 zipfile.py:1040(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1795(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.001    0.001 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:511(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:572(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:595(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:691(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:717(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:966(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zippath.py:212(ZipArchive)
        1    0.000    0.000    0.000    0.000 zippath.py:30(ZipPath)
        1    0.000    0.000    0.002    0.002 zippath.py:9(<module>)
  2639144    2.940    0.000    2.940    0.000 {built-in method __new__ of type object at 0x560810705d40}
    43878    0.032    0.000    0.032    0.000 {built-in method _bisect.bisect_left}
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
      468    0.132    0.000    0.132    0.000 {built-in method _codecs.charmap_decode}
     4099    0.016    0.000    0.022    0.000 {built-in method _codecs.lookup}
       57    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 {built-in method _csv.reader}
     1298    0.004    0.000    0.004    0.000 {built-in method _hashlib.openssl_md5}
     2384    0.003    0.000    0.003    0.000 {built-in method _hashlib.openssl_sha1}
       18    0.001    0.000    0.003    0.000 {built-in method _heapq.heapify}
     8792    0.051    0.000    0.111    0.000 {built-in method _heapq.heappop}
    11905    0.023    0.000    0.038    0.000 {built-in method _heapq.heappush}
      112    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     3988    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        2    0.001    0.000    0.001    0.000 {built-in method _imp.create_dynamic}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       21    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      126    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     3988    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
      258    0.000    0.000    0.000    0.000 {built-in method _openssl.ASN1_STRING_data}
      258    0.000    0.000    0.000    0.000 {built-in method _openssl.ASN1_STRING_length}
     3384    0.005    0.000    0.005    0.000 {built-in method _openssl.BIO_new}
     5638    0.008    0.000    0.008    0.000 {built-in method _openssl.BIO_read}
     3384    0.003    0.000    0.003    0.000 {built-in method _openssl.BIO_s_mem}
      197    0.001    0.000    0.001    0.000 {built-in method _openssl.BIO_set_mem_eof_return}
     3448    0.002    0.000    0.002    0.000 {built-in method _openssl.BIO_should_read}
     3448    0.003    0.000    0.003    0.000 {built-in method _openssl.BIO_should_retry}
     3209    0.017    0.000    0.017    0.000 {built-in method _openssl.BIO_write}
     1298    0.003    0.000    0.003    0.000 {built-in method _openssl.EC_KEY_free}
     1298    0.056    0.000    0.056    0.000 {built-in method _openssl.EC_KEY_new_by_curve_name}
      128    0.000    0.000    0.000    0.000 {built-in method _openssl.ERR_func_error_string}
      256    0.001    0.000    0.001    0.000 {built-in method _openssl.ERR_get_error}
      128    0.000    0.000    0.000    0.000 {built-in method _openssl.ERR_lib_error_string}
       69    0.000    0.000    0.000    0.000 {built-in method _openssl.ERR_peek_error}
      128    0.000    0.000    0.000    0.000 {built-in method _openssl.ERR_reason_error_string}
     2280    0.001    0.000    0.001    0.000 {built-in method _openssl.OBJ_nid2sn}
     2280    0.002    0.000    0.002    0.000 {built-in method _openssl.OBJ_obj2nid}
     1298    0.029    0.000    0.029    0.000 {built-in method _openssl.OBJ_sn2nid}
     2597    0.219    0.000    0.219    0.000 {built-in method _openssl.SSL_CTX_new}
     2597    0.290    0.000    0.290    0.000 {built-in method _openssl.SSL_CTX_set_cipher_list}
     2597    0.006    0.000    0.006    0.000 {built-in method _openssl.SSL_CTX_set_ecdh_auto}
     1298    0.002    0.000    0.002    0.000 {built-in method _openssl.SSL_CTX_set_info_callback}
     3895    0.004    0.000    0.004    0.000 {built-in method _openssl.SSL_CTX_set_mode}
     2597    0.004    0.000    0.004    0.000 {built-in method _openssl.SSL_CTX_set_options}
     1298    0.002    0.000    0.002    0.000 {built-in method _openssl.SSL_CTX_set_session_id_context}
     1298    0.005    0.000    0.005    0.000 {built-in method _openssl.SSL_CTX_set_tmp_ecdh}
     1298    0.002    0.000    0.002    0.000 {built-in method _openssl.SSL_CTX_set_verify_depth}
     1298    0.002    0.000    0.002    0.000 {built-in method _openssl.SSL_CTX_set_verify}
     1042    0.491    0.000    0.786    0.001 {built-in method _openssl.SSL_do_handshake}
   153263    0.071    0.000    0.071    0.000 {built-in method _openssl.SSL_get_cipher_list}
    12787    0.019    0.000    0.019    0.000 {built-in method _openssl.SSL_get_error}
      382    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_get_ex_data_X509_STORE_CTX_idx}
      258    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_get_peer_certificate}
     1692    0.016    0.000    0.016    0.000 {built-in method _openssl.SSL_new}
    10171    0.143    0.000    0.147    0.000 {built-in method _openssl.SSL_read}
     1692    0.003    0.000    0.003    0.000 {built-in method _openssl.SSL_set_bio}
      393    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_set_connect_state}
      393    0.001    0.000    0.001    0.000 {built-in method _openssl.SSL_set_tlsext_host_name}
      272    0.003    0.000    0.008    0.000 {built-in method _openssl.SSL_shutdown}
     1574    0.018    0.000    0.021    0.000 {built-in method _openssl.SSL_write}
     2597    0.007    0.000    0.007    0.000 {built-in method _openssl.SSLv23_method}
     2280    0.008    0.000    0.008    0.000 {built-in method _openssl.X509_EXTENSION_dup}
      258    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_EXTENSION_get_data}
     2280    0.001    0.000    0.001    0.000 {built-in method _openssl.X509_EXTENSION_get_object}
      382    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_STORE_CTX_get_current_cert}
      382    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_STORE_CTX_get_error_depth}
      382    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_STORE_CTX_get_error}
      382    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_STORE_CTX_get_ex_data}
      258    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_get_ext_count}
     2280    0.002    0.000    0.002    0.000 {built-in method _openssl.X509_get_ext}
        1    0.000    0.000    0.000    0.000 {built-in method _signal.getsignal}
        1    0.000    0.000    0.000    0.000 {built-in method _signal.set_wakeup_fd}
        1    0.000    0.000    0.000    0.000 {built-in method _signal.siginterrupt}
        3    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
     5231    0.011    0.000    0.011    0.000 {built-in method _socket.inet_pton}
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
       37    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       70    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        7    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
     2427    0.005    0.000    0.005    0.000 {built-in method _struct.unpack}
     3628    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
    11313    0.004    0.000    0.004    0.000 {built-in method _thread.get_ident}
       10    0.001    0.000    0.001    0.000 {built-in method _thread.start_new_thread}
     1300    0.012    0.000    0.012    0.000 {built-in method _warnings.warn}
     2336    0.004    0.000    0.005    0.000 {built-in method _weakref._remove_dead_weakref}
    15809    0.038    0.000    0.038    0.000 {built-in method allocator}
1015/1009    0.052    0.000    0.060    0.000 {built-in method builtins.__build_class__}
    35/29    0.000    0.000    0.033    0.001 {built-in method builtins.__import__}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
     1070    0.002    0.000    0.005    0.000 {built-in method builtins.all}
    14066    0.010    0.000    0.019    0.000 {built-in method builtins.any}
   624400    0.076    0.000    0.076    0.000 {built-in method builtins.callable}
    14449    0.006    0.000    0.006    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
    208/1    0.003    0.000  474.455  474.455 {built-in method builtins.exec}
14609091/14609089    2.757    0.000    2.759    0.000 {built-in method builtins.getattr}
4414978/4414914    1.570    0.000    1.579    0.000 {built-in method builtins.hasattr}
   108046    0.022    0.000    0.022    0.000 {built-in method builtins.hash}
    83587    0.023    0.000    0.023    0.000 {built-in method builtins.id}
35126258/35126245    7.000    0.000    7.052    0.000 {built-in method builtins.isinstance}
16025/15947    0.004    0.000    0.005    0.000 {built-in method builtins.issubclass}
    18768    0.007    0.000    0.007    0.000 {built-in method builtins.iter}
5001797/4999845    0.915    0.000    0.917    0.000 {built-in method builtins.len}
     9372    0.023    0.000    0.023    0.000 {built-in method builtins.max}
    22247    0.020    0.000    0.020    0.000 {built-in method builtins.min}
4424720/128644    1.252    0.000  263.318    0.002 {built-in method builtins.next}
    48974    0.009    0.000    0.009    0.000 {built-in method builtins.ord}
      222    0.000    0.000    0.000    0.000 {built-in method builtins.print}
2792/2790    0.001    0.000    0.001    0.000 {built-in method builtins.repr}
41138/41123    0.016    0.000    0.016    0.000 {built-in method builtins.setattr}
      118    0.003    0.000    0.007    0.000 {built-in method builtins.sorted}
       37    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1798    0.006    0.000    0.006    0.000 {built-in method fcntl.fcntl}
      224    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       13    0.000    0.000    0.000    0.000 {built-in method fromkeys}
     1162    3.352    0.003    3.352    0.003 {built-in method io.open}
      112    0.010    0.000    0.010    0.000 {built-in method marshal.loads}
    16663    0.009    0.000    0.009    0.000 {built-in method posix.fspath}
        2    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
     3803    0.006    0.000    0.006    0.000 {built-in method posix.getpid}
       13    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       22    0.002    0.000    0.002    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       95    0.001    0.000    0.001    0.000 {built-in method posix.read}
      647    0.005    0.000    0.005    0.000 {built-in method posix.stat}
